year_month,estimate,month_of_release,passenger_type,direction,sex,age,standard_error,status
2013-12,413,2020-09,Long-term migrant,Arrivals,Male,5-9 years,0,Final
2013-12,223,2020-09,Long-term migrant,Arrivals,Female,50-54 years,0,Final
2013-12,193,2020-09,Long-term migrant,Arrivals,Male,50-54 years,0,Final
2013-12,235,2020-09,Long-term migrant,Arrivals,Female,55-59 years,0,Final
2013-12,206,2020-09,Long-term migrant,Arrivals,Male,55-59 years,0,Final
2013-12,166,2020-09,Long-term migrant,Arrivals,Female,60-64 years,0,Final
2013-12,200,2020-09,Long-term migrant,Arrivals,Male,60-64 years,0,Final
2013-12,105,2020-09,Long-term migrant,Arrivals,Female,65-69 years,0,Final
2013-12,106,2020-09,Long-term migrant,Arrivals,Male,65-69 years,0,Final
2013-12,46,2020-09,Long-term migrant,Arrivals,Female,70-74 years,0,Final
2013-12,56,2020-09,Long-term migrant,Arrivals,Male,70-74 years,0,Final
2013-12,50,2020-09,Long-term migrant,Arrivals,Female,75-79 years,0,Final
2013-12,30,2020-09,Long-term migrant,Arrivals,Male,75-79 years,0,Final
2013-12,17,2020-09,Long-term migrant,Arrivals,Female,80-84 years,0,Final
2013-12,16,2020-09,Long-term migrant,Arrivals,Male,80-84 years,0,Final
2013-12,9,2020-09,Long-term migrant,Arrivals,Female,85-89 years,0,Final
2013-12,7,2020-09,Long-term migrant,Arrivals,Male,85-89 years,0,Final
2013-12,2,2020-09,Long-term migrant,Arrivals,Female,90+ years,0,Final
2013-12,2,2020-09,Long-term migrant,Arrivals,Male,90+ years,0,Final
2013-12,335,2020-09,Long-term migrant,Departures,Female,0-4 years,0,Final
2013-12,357,2020-09,Long-term migrant,Departures,Male,0-4 years,0,Final
2013-12,346,2020-09,Long-term migrant,Departures,Female,10-14 years,0,Final
2013-12,407,2020-09,Long-term migrant,Departures,Male,10-14 years,0,Final
2013-12,577,2020-09,Long-term migrant,Departures,Female,15-19 years,0,Final
2013-12,604,2020-09,Long-term migrant,Departures,Male,15-19 years,0,Final
2013-12,848,2020-09,Long-term migrant,Departures,Female,20-24 years,0,Final
2013-12,829,2020-09,Long-term migrant,Departures,Male,20-24 years,0,Final
2013-12,664,2020-09,Long-term migrant,Departures,Female,25-29 years,0,Final
2013-12,744,2020-09,Long-term migrant,Departures,Male,25-29 years,0,Final
2013-12,428,2020-09,Long-term migrant,Departures,Female,30-34 years,0,Final
2013-12,444,2020-09,Long-term migrant,Departures,Male,30-34 years,0,Final
2013-12,339,2020-09,Long-term migrant,Departures,Female,35-39 years,0,Final
2013-12,285,2020-09,Long-term migrant,Departures,Male,35-39 years,0,Final
2013-12,260,2020-09,Long-term migrant,Departures,Female,40-44 years,0,Final
2013-12,220,2020-09,Long-term migrant,Departures,Male,40-44 years,0,Final
2013-12,224,2020-09,Long-term migrant,Departures,Female,45-49 years,0,Final
2013-12,222,2020-09,Long-term migrant,Departures,Male,45-49 years,0,Final
2013-12,319,2020-09,Long-term migrant,Departures,Female,5-9 years,0,Final
2013-12,326,2020-09,Long-term migrant,Departures,Male,5-9 years,0,Final
2013-12,173,2020-09,Long-term migrant,Departures,Female,50-54 years,0,Final
2013-12,139,2020-09,Long-term migrant,Departures,Male,50-54 years,0,Final
2013-12,121,2020-09,Long-term migrant,Departures,Female,55-59 years,0,Final
2013-12,98,2020-09,Long-term migrant,Departures,Male,55-59 years,0,Final
2013-12,77,2020-09,Long-term migrant,Departures,Female,60-64 years,0,Final
2013-12,80,2020-09,Long-term migrant,Departures,Male,60-64 years,0,Final
2013-12,53,2020-09,Long-term migrant,Departures,Female,65-69 years,0,Final
2013-12,63,2020-09,Long-term migrant,Departures,Male,65-69 years,0,Final
2013-12,32,2020-09,Long-term migrant,Departures,Female,70-74 years,0,Final
2013-12,20,2020-09,Long-term migrant,Departures,Male,70-74 years,0,Final
2013-12,28,2020-09,Long-term migrant,Departures,Female,75-79 years,0,Final
2013-12,21,2020-09,Long-term migrant,Departures,Male,75-79 years,0,Final
2013-12,13,2020-09,Long-term migrant,Departures,Female,80-84 years,0,Final
2013-12,7,2020-09,Long-term migrant,Departures,Male,80-84 years,0,Final
2013-12,6,2020-09,Long-term migrant,Departures,Female,85-89 years,0,Final
2013-12,5,2020-09,Long-term migrant,Departures,Male,85-89 years,0,Final
2013-12,1,2020-09,Long-term migrant,Departures,Female,90+ years,0,Final
2013-12,1,2020-09,Long-term migrant,Departures,Male,90+ years,0,Final
2013-12,123,2020-09,Long-term migrant,Net,Female,0-4 years,0,Final
2013-12,96,2020-09,Long-term migrant,Net,Male,0-4 years,0,Final
2013-12,-35,2020-09,Long-term migrant,Net,Female,10-14 years,0,Final
2013-12,-32,2020-09,Long-term migrant,Net,Male,10-14 years,0,Final
2013-12,-196,2020-09,Long-term migrant,Net,Female,15-19 years,0,Final
2013-12,-125,2020-09,Long-term migrant,Net,Male,15-19 years,0,Final
2013-12,-82,2020-09,Long-term migrant,Net,Female,20-24 years,0,Final
2013-12,-97,2020-09,Long-term migrant,Net,Male,20-24 years,0,Final
2013-12,435,2020-09,Long-term migrant,Net,Female,25-29 years,0,Final
2013-12,265,2020-09,Long-term migrant,Net,Male,25-29 years,0,Final
2013-12,294,2020-09,Long-term migrant,Net,Female,30-34 years,0,Final
2013-12,256,2020-09,Long-term migrant,Net,Male,30-34 years,0,Final
2013-12,86,2020-09,Long-term migrant,Net,Female,35-39 years,0,Final
2013-12,129,2020-09,Long-term migrant,Net,Male,35-39 years,0,Final
2013-12,89,2020-09,Long-term migrant,Net,Female,40-44 years,0,Final
2013-12,165,2020-09,Long-term migrant,Net,Male,40-44 years,0,Final
2013-12,-6,2020-09,Long-term migrant,Net,Female,45-49 years,0,Final
2013-12,49,2020-09,Long-term migrant,Net,Male,45-49 years,0,Final
2013-12,52,2020-09,Long-term migrant,Net,Female,5-9 years,0,Final
2013-12,87,2020-09,Long-term migrant,Net,Male,5-9 years,0,Final
2013-12,50,2020-09,Long-term migrant,Net,Female,50-54 years,0,Final
2013-12,54,2020-09,Long-term migrant,Net,Male,50-54 years,0,Final
2013-12,114,2020-09,Long-term migrant,Net,Female,55-59 years,0,Final
2013-12,108,2020-09,Long-term migrant,Net,Male,55-59 years,0,Final
2013-12,89,2020-09,Long-term migrant,Net,Female,60-64 years,0,Final
2013-12,120,2020-09,Long-term migrant,Net,Male,60-64 years,0,Final
2013-12,52,2020-09,Long-term migrant,Net,Female,65-69 years,0,Final
2013-12,43,2020-09,Long-term migrant,Net,Male,65-69 years,0,Final
2013-12,14,2020-09,Long-term migrant,Net,Female,70-74 years,0,Final
2013-12,36,2020-09,Long-term migrant,Net,Male,70-74 years,0,Final
2013-12,22,2020-09,Long-term migrant,Net,Female,75-79 years,0,Final
2013-12,9,2020-09,Long-term migrant,Net,Male,75-79 years,0,Final
2013-12,4,2020-09,Long-term migrant,Net,Female,80-84 years,0,Final
2013-12,9,2020-09,Long-term migrant,Net,Male,80-84 years,0,Final
2013-12,3,2020-09,Long-term migrant,Net,Female,85-89 years,0,Final
2013-12,2,2020-09,Long-term migrant,Net,Male,85-89 years,0,Final
2013-12,1,2020-09,Long-term migrant,Net,Female,90+ years,0,Final
2013-12,1,2020-09,Long-term migrant,Net,Male,90+ years,0,Final
2013-12,911,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,0,Final
2013-12,686,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,0,Final
2013-12,860,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,0,Final
2013-12,1498,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,0,Final
2013-12,2108,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,0,Final
2013-12,1422,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,0,Final
2013-12,839,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,0,Final
2013-12,734,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,0,Final
2013-12,489,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,0,Final
2013-12,784,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,0,Final
2013-12,416,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,0,Final
2013-12,441,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,0,Final
2013-12,366,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,0,Final
2013-12,211,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,0,Final
2013-12,102,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,0,Final
2013-12,80,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,0,Final
2013-12,33,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,0,Final
2013-12,16,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,0,Final
2013-12,692,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,0,Final
2013-12,753,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,0,Final
2013-12,1181,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,0,Final
2013-12,1677,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,0,Final
2013-12,1408,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,0,Final
2013-12,872,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,0,Final
2013-12,624,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,0,Final
2013-12,480,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,0,Final
2013-12,446,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,0,Final
2013-12,645,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,0,Final
2013-12,312,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,0,Final
2013-12,219,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,0,Final
2013-12,157,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,0,Final
2013-12,116,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,0,Final
2013-12,52,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,0,Final
2013-12,49,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,0,Final
2013-12,20,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,0,Final
2013-12,11,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,0,Final
2013-12,219,2020-09,Long-term migrant,Net,TOTAL,0-4 years,0,Final
2013-12,-67,2020-09,Long-term migrant,Net,TOTAL,10-14 years,0,Final
2013-12,-321,2020-09,Long-term migrant,Net,TOTAL,15-19 years,0,Final
2013-12,-179,2020-09,Long-term migrant,Net,TOTAL,20-24 years,0,Final
2013-12,700,2020-09,Long-term migrant,Net,TOTAL,25-29 years,0,Final
2013-12,550,2020-09,Long-term migrant,Net,TOTAL,30-34 years,0,Final
2013-12,215,2020-09,Long-term migrant,Net,TOTAL,35-39 years,0,Final
2013-12,254,2020-09,Long-term migrant,Net,TOTAL,40-44 years,0,Final
2013-12,43,2020-09,Long-term migrant,Net,TOTAL,45-49 years,0,Final
2013-12,139,2020-09,Long-term migrant,Net,TOTAL,5-9 years,0,Final
2013-12,104,2020-09,Long-term migrant,Net,TOTAL,50-54 years,0,Final
2013-12,222,2020-09,Long-term migrant,Net,TOTAL,55-59 years,0,Final
2013-12,209,2020-09,Long-term migrant,Net,TOTAL,60-64 years,0,Final
2013-12,95,2020-09,Long-term migrant,Net,TOTAL,65-69 years,0,Final
2013-12,50,2020-09,Long-term migrant,Net,TOTAL,70-74 years,0,Final
2013-12,31,2020-09,Long-term migrant,Net,TOTAL,75-79 years,0,Final
2013-12,13,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0,Final
2013-12,5,2020-09,Long-term migrant,Net,TOTAL,85-89 years,0,Final
2013-12,4,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,Final
2013-12,2,2020-09,Long-term migrant,Departures,TOTAL,90+ years,0,Final
2013-12,2,2020-09,Long-term migrant,Net,TOTAL,90+ years,0,Final
2013-12,5953,2020-09,Long-term migrant,Arrivals,Female,TOTAL,0,Final
2013-12,6047,2020-09,Long-term migrant,Arrivals,Male,TOTAL,0,Final
2013-12,4844,2020-09,Long-term migrant,Departures,Female,TOTAL,0,Final
2013-12,4872,2020-09,Long-term migrant,Departures,Male,TOTAL,0,Final
2013-12,1109,2020-09,Long-term migrant,Net,Female,TOTAL,0,Final
2013-12,1175,2020-09,Long-term migrant,Net,Male,TOTAL,0,Final
2013-12,12000,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,0,Final
2013-12,9716,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,0,Final
2013-12,2284,2020-09,Long-term migrant,Net,TOTAL,TOTAL,0,Final
2014-01,377,2020-09,Long-term migrant,Arrivals,Female,0-4 years,0,Final
2014-01,356,2020-09,Long-term migrant,Arrivals,Male,0-4 years,0,Final
2014-01,394,2020-09,Long-term migrant,Arrivals,Female,10-14 years,0,Final
2014-01,405,2020-09,Long-term migrant,Arrivals,Male,10-14 years,0,Final
2014-01,694,2020-09,Long-term migrant,Arrivals,Female,15-19 years,0,Final
2014-01,815,2020-09,Long-term migrant,Arrivals,Male,15-19 years,0,Final
2014-01,724,2020-09,Long-term migrant,Arrivals,Female,20-24 years,0,Final
2014-01,809,2020-09,Long-term migrant,Arrivals,Male,20-24 years,0,Final
2014-01,915,2020-09,Long-term migrant,Arrivals,Female,25-29 years,0,Final
2014-01,821,2020-09,Long-term migrant,Arrivals,Male,25-29 years,0,Final
2014-01,541,2020-09,Long-term migrant,Arrivals,Female,30-34 years,0,Final
2014-01,639,2020-09,Long-term migrant,Arrivals,Male,30-34 years,0,Final
2014-01,400,2020-09,Long-term migrant,Arrivals,Female,35-39 years,0,Final
2014-01,397,2020-09,Long-term migrant,Arrivals,Male,35-39 years,0,Final
2014-01,327,2020-09,Long-term migrant,Arrivals,Female,40-44 years,0,Final
2014-01,328,2020-09,Long-term migrant,Arrivals,Male,40-44 years,0,Final
2014-01,208,2020-09,Long-term migrant,Arrivals,Female,45-49 years,0,Final
2014-01,223,2020-09,Long-term migrant,Arrivals,Male,45-49 years,0,Final
2014-01,324,2020-09,Long-term migrant,Arrivals,Female,5-9 years,0,Final
2014-01,354,2020-09,Long-term migrant,Arrivals,Male,5-9 years,0,Final
2014-01,160,2020-09,Long-term migrant,Arrivals,Female,50-54 years,0,Final
2014-01,159,2020-09,Long-term migrant,Arrivals,Male,50-54 years,0,Final
2014-01,138,2020-09,Long-term migrant,Arrivals,Female,55-59 years,0,Final
2014-01,123,2020-09,Long-term migrant,Arrivals,Male,55-59 years,0,Final
2014-01,118,2020-09,Long-term migrant,Arrivals,Female,60-64 years,0,Final
2014-01,97,2020-09,Long-term migrant,Arrivals,Male,60-64 years,0,Final
2014-01,72,2020-09,Long-term migrant,Arrivals,Female,65-69 years,0,Final
2014-01,70,2020-09,Long-term migrant,Arrivals,Male,65-69 years,0,Final
2014-01,36,2020-09,Long-term migrant,Arrivals,Female,70-74 years,0,Final
2014-01,41,2020-09,Long-term migrant,Arrivals,Male,70-74 years,0,Final
2014-01,24,2020-09,Long-term migrant,Arrivals,Female,75-79 years,0,Final
2014-01,21,2020-09,Long-term migrant,Arrivals,Male,75-79 years,0,Final
2014-01,7,2020-09,Long-term migrant,Arrivals,Female,80-84 years,0,Final
2014-01,9,2020-09,Long-term migrant,Arrivals,Male,80-84 years,0,Final
2014-01,7,2020-09,Long-term migrant,Arrivals,Female,85-89 years,0,Final
2014-01,2,2020-09,Long-term migrant,Arrivals,Male,85-89 years,0,Final
2014-01,3,2020-09,Long-term migrant,Arrivals,Female,90+ years,0,Final
2014-01,241,2020-09,Long-term migrant,Departures,Female,0-4 years,0,Final
2014-01,258,2020-09,Long-term migrant,Departures,Male,0-4 years,0,Final
2014-01,246,2020-09,Long-term migrant,Departures,Female,10-14 years,0,Final
2014-01,269,2020-09,Long-term migrant,Departures,Male,10-14 years,0,Final
2014-01,301,2020-09,Long-term migrant,Departures,Female,15-19 years,0,Final
2014-01,330,2020-09,Long-term migrant,Departures,Male,15-19 years,0,Final
2014-01,562,2020-09,Long-term migrant,Departures,Female,20-24 years,0,Final
2014-01,628,2020-09,Long-term migrant,Departures,Male,20-24 years,0,Final
2014-01,545,2020-09,Long-term migrant,Departures,Female,25-29 years,0,Final
2014-01,581,2020-09,Long-term migrant,Departures,Male,25-29 years,0,Final
2014-01,300,2020-09,Long-term migrant,Departures,Female,30-34 years,0,Final
2014-01,328,2020-09,Long-term migrant,Departures,Male,30-34 years,0,Final
2014-01,241,2020-09,Long-term migrant,Departures,Female,35-39 years,0,Final
2014-01,208,2020-09,Long-term migrant,Departures,Male,35-39 years,0,Final
2014-01,187,2020-09,Long-term migrant,Departures,Female,40-44 years,0,Final
2014-01,174,2020-09,Long-term migrant,Departures,Male,40-44 years,0,Final
2014-01,156,2020-09,Long-term migrant,Departures,Female,45-49 years,0,Final
2014-01,150,2020-09,Long-term migrant,Departures,Male,45-49 years,0,Final
2014-01,239,2020-09,Long-term migrant,Departures,Female,5-9 years,0,Final
2014-01,231,2020-09,Long-term migrant,Departures,Male,5-9 years,0,Final
2014-01,149,2020-09,Long-term migrant,Departures,Female,50-54 years,0,Final
2014-01,128,2020-09,Long-term migrant,Departures,Male,50-54 years,0,Final
2014-01,124,2020-09,Long-term migrant,Departures,Female,55-59 years,0,Final
2014-01,106,2020-09,Long-term migrant,Departures,Male,55-59 years,0,Final
2014-01,66,2020-09,Long-term migrant,Departures,Female,60-64 years,0,Final
2014-01,70,2020-09,Long-term migrant,Departures,Male,60-64 years,0,Final
2014-01,46,2020-09,Long-term migrant,Departures,Female,65-69 years,0,Final
2014-01,31,2020-09,Long-term migrant,Departures,Male,65-69 years,0,Final
2014-01,21,2020-09,Long-term migrant,Departures,Female,70-74 years,0,Final
2014-01,22,2020-09,Long-term migrant,Departures,Male,70-74 years,0,Final
2014-01,17,2020-09,Long-term migrant,Departures,Female,75-79 years,0,Final
2014-01,8,2020-09,Long-term migrant,Departures,Male,75-79 years,0,Final
2014-01,10,2020-09,Long-term migrant,Departures,Female,80-84 years,0,Final
2014-01,6,2020-09,Long-term migrant,Departures,Male,80-84 years,0,Final
2014-01,1,2020-09,Long-term migrant,Departures,Female,85-89 years,0,Final
2014-01,1,2020-09,Long-term migrant,Departures,Male,85-89 years,0,Final
2014-01,1,2020-09,Long-term migrant,Departures,Female,90+ years,0,Final
2014-01,1,2020-09,Long-term migrant,Departures,Male,90+ years,0,Final
2014-01,136,2020-09,Long-term migrant,Net,Female,0-4 years,0,Final
2014-01,98,2020-09,Long-term migrant,Net,Male,0-4 years,0,Final
2014-01,148,2020-09,Long-term migrant,Net,Female,10-14 years,0,Final
2014-01,136,2020-09,Long-term migrant,Net,Male,10-14 years,0,Final
2014-01,393,2020-09,Long-term migrant,Net,Female,15-19 years,0,Final
2014-01,485,2020-09,Long-term migrant,Net,Male,15-19 years,0,Final
2014-01,162,2020-09,Long-term migrant,Net,Female,20-24 years,0,Final
2014-01,181,2020-09,Long-term migrant,Net,Male,20-24 years,0,Final
2014-01,370,2020-09,Long-term migrant,Net,Female,25-29 years,0,Final
2014-01,240,2020-09,Long-term migrant,Net,Male,25-29 years,0,Final
2014-01,241,2020-09,Long-term migrant,Net,Female,30-34 years,0,Final
2014-01,311,2020-09,Long-term migrant,Net,Male,30-34 years,0,Final
2014-01,159,2020-09,Long-term migrant,Net,Female,35-39 years,0,Final
2014-01,189,2020-09,Long-term migrant,Net,Male,35-39 years,0,Final
2014-01,140,2020-09,Long-term migrant,Net,Female,40-44 years,0,Final
2014-01,154,2020-09,Long-term migrant,Net,Male,40-44 years,0,Final
2014-01,52,2020-09,Long-term migrant,Net,Female,45-49 years,0,Final
2014-01,73,2020-09,Long-term migrant,Net,Male,45-49 years,0,Final
2014-01,85,2020-09,Long-term migrant,Net,Female,5-9 years,0,Final
2014-01,123,2020-09,Long-term migrant,Net,Male,5-9 years,0,Final
2014-01,11,2020-09,Long-term migrant,Net,Female,50-54 years,0,Final
2014-01,31,2020-09,Long-term migrant,Net,Male,50-54 years,0,Final
2014-01,14,2020-09,Long-term migrant,Net,Female,55-59 years,0,Final
2014-01,17,2020-09,Long-term migrant,Net,Male,55-59 years,0,Final
2014-01,52,2020-09,Long-term migrant,Net,Female,60-64 years,0,Final
2014-01,27,2020-09,Long-term migrant,Net,Male,60-64 years,0,Final
2014-01,26,2020-09,Long-term migrant,Net,Female,65-69 years,0,Final
2014-01,39,2020-09,Long-term migrant,Net,Male,65-69 years,0,Final
2014-01,15,2020-09,Long-term migrant,Net,Female,70-74 years,0,Final
2014-01,19,2020-09,Long-term migrant,Net,Male,70-74 years,0,Final
2014-01,7,2020-09,Long-term migrant,Net,Female,75-79 years,0,Final
2014-01,13,2020-09,Long-term migrant,Net,Male,75-79 years,0,Final
2014-01,-3,2020-09,Long-term migrant,Net,Female,80-84 years,0,Final
2014-01,3,2020-09,Long-term migrant,Net,Male,80-84 years,0,Final
2014-01,6,2020-09,Long-term migrant,Net,Female,85-89 years,0,Final
2014-01,1,2020-09,Long-term migrant,Net,Male,85-89 years,0,Final
2014-01,2,2020-09,Long-term migrant,Net,Female,90+ years,0,Final
2014-01,-1,2020-09,Long-term migrant,Net,Male,90+ years,0,Final
2014-01,733,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,0,Final
2014-01,799,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,0,Final
2014-01,1509,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,0,Final
2014-01,1533,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,0,Final
2014-01,1736,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,0,Final
2014-01,1180,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,0,Final
2014-01,797,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,0,Final
2014-01,655,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,0,Final
2014-01,431,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,0,Final
2014-01,678,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,0,Final
2014-01,319,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,0,Final
2014-01,261,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,0,Final
2014-01,215,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,0,Final
2014-01,142,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,0,Final
2014-01,77,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,0,Final
2014-01,45,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,0,Final
2014-01,16,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,0,Final
2014-01,9,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,0,Final
2014-01,499,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,0,Final
2014-01,515,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,0,Final
2014-01,631,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,0,Final
2014-01,1190,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,0,Final
2014-01,1126,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,0,Final
2014-01,628,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,0,Final
2014-01,449,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,0,Final
2014-01,361,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,0,Final
2014-01,306,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,0,Final
2014-01,470,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,0,Final
2014-01,277,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,0,Final
2014-01,230,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,0,Final
2014-01,136,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,0,Final
2014-01,77,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,0,Final
2014-01,43,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,0,Final
2014-01,25,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,0,Final
2014-01,16,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,0,Final
2014-01,2,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,0,Final
2014-01,234,2020-09,Long-term migrant,Net,TOTAL,0-4 years,0,Final
2014-01,284,2020-09,Long-term migrant,Net,TOTAL,10-14 years,0,Final
2014-01,878,2020-09,Long-term migrant,Net,TOTAL,15-19 years,0,Final
2014-01,343,2020-09,Long-term migrant,Net,TOTAL,20-24 years,0,Final
2014-01,610,2020-09,Long-term migrant,Net,TOTAL,25-29 years,0,Final
2014-01,552,2020-09,Long-term migrant,Net,TOTAL,30-34 years,0,Final
2014-01,348,2020-09,Long-term migrant,Net,TOTAL,35-39 years,0,Final
2014-01,294,2020-09,Long-term migrant,Net,TOTAL,40-44 years,0,Final
2014-01,125,2020-09,Long-term migrant,Net,TOTAL,45-49 years,0,Final
2014-01,208,2020-09,Long-term migrant,Net,TOTAL,5-9 years,0,Final
2014-01,42,2020-09,Long-term migrant,Net,TOTAL,50-54 years,0,Final
2014-01,31,2020-09,Long-term migrant,Net,TOTAL,55-59 years,0,Final
2014-01,79,2020-09,Long-term migrant,Net,TOTAL,60-64 years,0,Final
2014-01,65,2020-09,Long-term migrant,Net,TOTAL,65-69 years,0,Final
2014-01,34,2020-09,Long-term migrant,Net,TOTAL,70-74 years,0,Final
2014-01,20,2020-09,Long-term migrant,Net,TOTAL,75-79 years,0,Final
2014-01,0,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0,Final
2014-01,7,2020-09,Long-term migrant,Net,TOTAL,85-89 years,0,Final
2014-01,3,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,Final
2014-01,2,2020-09,Long-term migrant,Departures,TOTAL,90+ years,0,Final
2014-01,1,2020-09,Long-term migrant,Net,TOTAL,90+ years,0,Final
2014-01,5469,2020-09,Long-term migrant,Arrivals,Female,TOTAL,0,Final
2014-01,5669,2020-09,Long-term migrant,Arrivals,Male,TOTAL,0,Final
2014-01,3453,2020-09,Long-term migrant,Departures,Female,TOTAL,0,Final
2014-01,3530,2020-09,Long-term migrant,Departures,Male,TOTAL,0,Final
2014-01,2016,2020-09,Long-term migrant,Net,Female,TOTAL,0,Final
2014-01,2139,2020-09,Long-term migrant,Net,Male,TOTAL,0,Final
2014-01,11138,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,0,Final
2014-01,6983,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,0,Final
2014-01,4155,2020-09,Long-term migrant,Net,TOTAL,TOTAL,0,Final
2014-02,362,2020-09,Long-term migrant,Arrivals,Female,0-4 years,0,Final
2014-02,358,2020-09,Long-term migrant,Arrivals,Male,0-4 years,0,Final
2014-02,209,2020-09,Long-term migrant,Arrivals,Female,10-14 years,0,Final
2014-02,224,2020-09,Long-term migrant,Arrivals,Male,10-14 years,0,Final
2014-02,627,2020-09,Long-term migrant,Arrivals,Female,15-19 years,0,Final
2014-02,819,2020-09,Long-term migrant,Arrivals,Male,15-19 years,0,Final
2014-02,1139,2020-09,Long-term migrant,Arrivals,Female,20-24 years,0,Final
2014-02,1465,2020-09,Long-term migrant,Arrivals,Male,20-24 years,0,Final
2014-02,1127,2020-09,Long-term migrant,Arrivals,Female,25-29 years,0,Final
2014-02,1093,2020-09,Long-term migrant,Arrivals,Male,25-29 years,0,Final
2014-02,667,2020-09,Long-term migrant,Arrivals,Female,30-34 years,0,Final
2014-02,749,2020-09,Long-term migrant,Arrivals,Male,30-34 years,0,Final
2014-02,355,2020-09,Long-term migrant,Arrivals,Female,35-39 years,0,Final
2014-02,453,2020-09,Long-term migrant,Arrivals,Male,35-39 years,0,Final
